,Media Sources,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
138,@CBSNews,Sat Jul 14 17:00:01 +0000 2018,DOUBLE DUCHESS: Meghan Markle and Kate Middleton watched the Serena Williams-Angelique Kerber Wimbledon match… https://t.co/WZmMs6GNaq,0.0,0.0,1.0,0.0,38
139,@CBSNews,Sat Jul 14 16:40:17 +0000 2018,WATCH: A paragliding protester breached a no-fly zone to send a message over President Trump's Scotland golf course… https://t.co/mwYYfApx6m,0.0,0.0,1.0,0.0,39
140,@CBSNews,Sat Jul 14 16:22:06 +0000 2018,"RT @CBSSunday: SUNDAY FUNDAY 

@JimAxelrod meets with the @MenInBlazers – soccer aficionados Michael Davies &amp; Roger Bennett – who talk abou…",0.0,0.0,1.0,0.0,40
141,@CBSNews,Sat Jul 14 16:20:24 +0000 2018,The boys rescued from a Thai cave have recorded a series of video messages from their hospital beds. Here’s what th… https://t.co/cK8wRim3wU,0.4215,0.128,0.872,0.0,41
142,@CBSNews,Sat Jul 14 15:59:49 +0000 2018,Got $750 for a night in a tent? Welcome to luxurious world of glamping https://t.co/NDudAWvU7L https://t.co/iIziqDlJHj,0.4588,0.188,0.812,0.0,42
143,@CBSNews,Sat Jul 14 15:39:38 +0000 2018,President Trump responds to Russian hacking indictment by blaming Obama administration https://t.co/rop8K6VSx4 https://t.co/7jn7vMcEM3,-0.4939,0.0,0.789,0.211,43
144,@CBSNews,Sat Jul 14 15:00:46 +0000 2018,"Roger Stone says he's ""probably"" the unnamed person in Russian hacking indictment https://t.co/S0vFbA4MfB https://t.co/c9EupDVQxo",0.0,0.0,1.0,0.0,44
145,@CBSNews,Sat Jul 14 14:40:06 +0000 2018,"""It was shocking"": Black teen speaks out after woman, dubbed ""Pool Patrol Paula,"" is charged with attacking him at… https://t.co/GPPUuA8oNZ",-0.5859,0.0,0.789,0.211,45
146,@CBSNews,Sat Jul 14 14:19:49 +0000 2018,The top state election officials from throughout the U.S. are gathering this weekend in Philadelphia amid fresh rev… https://t.co/xHKzS949ZO,0.4767,0.194,0.806,0.0,46
147,@CBSNews,Sat Jul 14 14:00:03 +0000 2018,Police are searching for a paraglider who flew over the resort where President Trump is staying in Scotland… https://t.co/SAEMGuGdvY,0.0,0.0,1.0,0.0,47
148,@CBSNews,Sat Jul 14 13:45:39 +0000 2018,"10,000 people march through capital of Scotland to protest President Trump: https://t.co/JTdNIsCvnZ https://t.co/FrEt4WmIvR",-0.25,0.0,0.857,0.143,48
149,@CBSNews,Sat Jul 14 13:39:55 +0000 2018,"Nancy Sinatra Sr., the childhood sweetheart of Frank Sinatra who became the first of his four wives and the mother… https://t.co/4IJS91GYZr",0.6486,0.177,0.823,0.0,49
150,@CBSNews,Sat Jul 14 13:20:12 +0000 2018,President Trump is in Scotland ahead of his high-stakes summit with Russian President Putin: https://t.co/jG6MxtyKWu https://t.co/myzzkjhraG,0.0,0.0,1.0,0.0,50
151,@CBSNews,Sat Jul 14 13:03:04 +0000 2018,"""The world has really changed"" when it comes to online dating https://t.co/3EW2UXkRIg https://t.co/Jv3hPLmhiY",0.0,0.0,1.0,0.0,51
152,@CBSNews,Sat Jul 14 12:48:03 +0000 2018,"LeSean McCoy's ex-girlfriend suspected NFL star was involved in her attack, 911 call reveals https://t.co/UQLr7vVrt9 https://t.co/uf4ZYJZuhb",-0.6124,0.0,0.737,0.263,52
153,@CBSNews,Sat Jul 14 12:33:04 +0000 2018,Ticks that carry Lyme disease are spreading fast https://t.co/mrgq8ZuAEJ https://t.co/1I4YBUCgiM,0.0,0.0,1.0,0.0,53
154,@CBSNews,Sat Jul 14 12:30:15 +0000 2018,Police search for paraglider who flew over resort where Trump is staying https://t.co/sHlJQ0UM3R https://t.co/V61Jyunjze,0.0,0.0,1.0,0.0,54
155,@CBSNews,Sat Jul 14 12:18:05 +0000 2018,"Remember the woman with frozen lashes that went viral? She's in the same spot, suffering heat and mosquitoes… https://t.co/IgbtCslNvZ",-0.4767,0.0,0.853,0.147,55
156,@CBSNews,Sat Jul 14 12:15:10 +0000 2018,Black teen speaks out after woman is charged with attacking him at pool https://t.co/MQ3voduZzB https://t.co/XJWwlKgSiu,-0.5859,0.0,0.73,0.27,56
157,@CBSNews,Sat Jul 14 12:03:04 +0000 2018,"Why so many families are renting, not buying, homes https://t.co/PsITuv2J1R https://t.co/qe6AbMtFaf",0.0,0.0,1.0,0.0,57
158,@CBSNews,Sat Jul 14 11:48:04 +0000 2018,"Woman charged with attempted murder in beating of man, 92, with brick https://t.co/kXpkd9jRji https://t.co/a98gcqX85I",-0.8591,0.0,0.537,0.463,58
159,@CBSNews,Sat Jul 14 11:46:05 +0000 2018,Trump in Scotland ahead of high-stakes summit with Putin https://t.co/QuZHt2m5x9 https://t.co/E0FIYQhdr9,0.0,0.0,1.0,0.0,59
160,@CBSNews,Sat Jul 14 11:33:04 +0000 2018,"Woman harassed over Puerto Rican flag shirt says officer ""blatantly ignored"" her pleas for help… https://t.co/6RJydwNnHx",-0.7003,0.0,0.707,0.293,60
161,@CBSNews,Sat Jul 14 11:18:03 +0000 2018,Inside the global race to develop hypersonic weapons https://t.co/cQuOCgJSW8 https://t.co/QYD06QVIpr,-0.4404,0.0,0.756,0.244,61
162,@CBSNews,Sat Jul 14 11:03:04 +0000 2018,Locals residents and state officials battle over access to public California beach https://t.co/9kpJYpwSza https://t.co/jmPRGs6AAw,-0.3818,0.0,0.833,0.167,62
163,@CBSNews,Sat Jul 14 10:54:00 +0000 2018,"RT @CBSThisMorning: Don’t miss the debut of our new @CBSThisMorning Saturday team! 

@CBSMMiller and @DanaJacobson join @AnthonyMasonCBS th…",0.2244,0.124,0.796,0.08,63
164,@CBSNews,Sat Jul 14 10:48:03 +0000 2018,Giant hogweed sends Virginia teen to hospital burn unit https://t.co/7nAIoLGcbd https://t.co/R4SwpkC0S8,0.0,0.0,1.0,0.0,64
165,@CBSNews,Sat Jul 14 10:33:04 +0000 2018,Former students surprise music teacher who changed their lives https://t.co/rGt2sH4z1L https://t.co/zp919ZfwGi,0.2732,0.174,0.826,0.0,65
166,@CBSNews,Sat Jul 14 10:18:03 +0000 2018,"CDC warning on Kellogg's Honey Smacks: ""Do not eat this cereal"" https://t.co/ij8z0pVote https://t.co/igXuxQeUMc",-0.34,0.0,0.833,0.167,66
167,@CBSNews,Sat Jul 14 10:03:04 +0000 2018,Why Russians indicted for hacking may never see the inside of a U.S. courtroom https://t.co/NWXanmdHDP https://t.co/SMye4tayMe,0.0,0.0,1.0,0.0,67
168,@CBSNews,Sat Jul 14 09:48:03 +0000 2018,"Papa John's dumped by sports teams, schools over Schnatter comments https://t.co/4NHuPc0f5U https://t.co/Lgx08d3642",-0.4019,0.0,0.803,0.197,68
169,@CBSNews,Sat Jul 14 09:33:03 +0000 2018,British police confirm source of Novichok poisoning https://t.co/cb4T5UhfLo https://t.co/A7HiejWmEh,-0.5859,0.0,0.678,0.322,69
170,@CBSNews,Sat Jul 14 09:18:04 +0000 2018,President Trump and Queen Elizabeth actually have a few things in common https://t.co/UC0MaFC6yH https://t.co/y4YLrK8xLV,0.0,0.0,1.0,0.0,70
171,@CBSNews,Sat Jul 14 09:03:03 +0000 2018,"Russians relied on bitcoin to finance election hacking, prosecutors say https://t.co/A8ok3FK0vV https://t.co/O7ND6SbeNS",0.0,0.0,1.0,0.0,71
172,@CBSNews,Sat Jul 14 08:48:04 +0000 2018,Jennifer Garner opens up about tabloid scrutiny of marriage and separation https://t.co/QZ0nWmqQmY https://t.co/4DtlgXsOnP,0.0,0.0,1.0,0.0,72
173,@CBSNews,Sat Jul 14 08:33:04 +0000 2018,"LeSean McCoy's ex-girlfriend suspected NFL star was involved in her attack, 911 call reveals https://t.co/93YCSlj3cq https://t.co/uEiCC9y11m",-0.6124,0.0,0.737,0.263,73
174,@CBSNews,Sat Jul 14 08:18:04 +0000 2018,"Father of youngest Thai cave survivor describes how boys became trapped, coach's response https://t.co/T5QxguAFj6 https://t.co/HceLENkAs0",-0.2263,0.132,0.688,0.18,74
175,@CBSNews,Sat Jul 14 08:03:03 +0000 2018,"Intel chief Dan Coats says of cyberattacks, ""We are at a critical point"" https://t.co/R9xDh1e4wl https://t.co/5MbxkwThKS",-0.3182,0.0,0.85,0.15,75
176,@CBSNews,Sat Jul 14 07:48:02 +0000 2018,Report: Video shows daytime shooting of reputed mob associate's son https://t.co/CB0O00Crbe https://t.co/9VkLBeHqSq,0.0,0.0,1.0,0.0,76
177,@CBSNews,Sat Jul 14 07:33:03 +0000 2018,Man seen on video berating woman over Puerto Rico shirt charged with felony hate crimes https://t.co/TVga5QZgRO https://t.co/5Qe1iJSKwY,-0.8402,0.0,0.609,0.391,77
178,@CBSNews,Sat Jul 14 07:18:04 +0000 2018,"Woman harassed over Puerto Rican flag shirt says officer ""blatantly ignored"" her pleas for help… https://t.co/6HRezju9Ta",-0.7003,0.0,0.707,0.293,78
179,@CBSNews,Sat Jul 14 07:03:04 +0000 2018,Ticks that carry Lyme disease are spreading fast https://t.co/Z62SoxL2mL https://t.co/0qO26DM8kr,0.0,0.0,1.0,0.0,79
180,@CBSNews,Sat Jul 14 06:48:03 +0000 2018,"Scarlett Johansson drops out of ""Rub &amp; Tug"" amid backlash https://t.co/iLUh6BC38h https://t.co/Zgz0YzxJuO",0.0,0.0,1.0,0.0,80
181,@CBSNews,Sat Jul 14 06:33:04 +0000 2018,"""Whistleblower"": Former employees take on pediatric dental chain when they suspect the company of wrongdoing… https://t.co/iZ3fuFHytZ",-0.296,0.0,0.872,0.128,81
182,@CBSNews,Sat Jul 14 06:18:04 +0000 2018,5 takeaways from FBI agent Peter Strzok's explosive congressional hearing https://t.co/gs5Stwc7Tq https://t.co/piwtcCMPT3,0.0,0.0,1.0,0.0,82
183,@CBSNews,Sat Jul 14 06:03:03 +0000 2018,Inside the global race to develop hypersonic weapons https://t.co/ycKdcM8KMI https://t.co/D92mBpetyS,-0.4404,0.0,0.756,0.244,83
184,@CBSNews,Sat Jul 14 05:48:03 +0000 2018,Giant hogweed sends Virginia teen to hospital burn unit https://t.co/gCLk0rXsUM https://t.co/BBEOfJn1a3,0.0,0.0,1.0,0.0,84
185,@CBSNews,Sat Jul 14 05:33:03 +0000 2018,"CDC warning on Kellogg's Honey Smacks: ""Do not eat this cereal"" https://t.co/h4GydIgyfY https://t.co/fStlMCffRb",-0.34,0.0,0.833,0.167,85
186,@CBSNews,Sat Jul 14 05:18:03 +0000 2018,"Papa John's dumped by sports teams, schools over Schnatter comments https://t.co/MQMecwMs5k https://t.co/QOVC26H9EZ",-0.4019,0.0,0.803,0.197,86
187,@CBSNews,Sat Jul 14 05:03:04 +0000 2018,Former students surprise music teacher who changed their lives https://t.co/BLsPXhr3wC https://t.co/2i3tyHxdmz,0.2732,0.174,0.826,0.0,87
188,@CBSNews,Sat Jul 14 04:48:03 +0000 2018,British police confirm source of Novichok poisoning https://t.co/TPOWswAKBv https://t.co/pM9z6fZpwk,-0.5859,0.0,0.678,0.322,88
189,@CBSNews,Sat Jul 14 04:33:03 +0000 2018,President Trump and Queen Elizabeth actually have a few things in common https://t.co/460kCwZUqn https://t.co/KUb0XKOVmJ,0.0,0.0,1.0,0.0,89
190,@CBSNews,Sat Jul 14 04:18:04 +0000 2018,Jennifer Garner opens up about tabloid scrutiny of marriage and separation https://t.co/TAq7mOgCan https://t.co/uxFdAboTQu,0.0,0.0,1.0,0.0,90
191,@CBSNews,Sat Jul 14 04:03:04 +0000 2018,"LeSean McCoy's ex-girlfriend suspected NFL star was involved in her attack, 911 call reveals https://t.co/vYGJPWjMVw https://t.co/CM69yl22HQ",-0.6124,0.0,0.737,0.263,91
192,@CBSNews,Sat Jul 14 03:48:03 +0000 2018,"Father of youngest Thai cave survivor describes how boys became trapped, coach's response https://t.co/ecwCMS2vqC https://t.co/T8AJXIIgEb",-0.2263,0.132,0.688,0.18,92
193,@CBSNews,Sat Jul 14 03:40:07 +0000 2018,"Baby dead after being left in hot car in south Florida, police say https://t.co/BTIJxMpZHm https://t.co/KNqq5L6YcK",-0.6486,0.0,0.765,0.235,93
194,@CBSNews,Sat Jul 14 03:33:02 +0000 2018,Report: Video shows daytime shooting of reputed mob associate's son https://t.co/GGV3A82RhN https://t.co/jaRSGoxG4U,0.0,0.0,1.0,0.0,94
195,@CBSNews,Sat Jul 14 03:18:04 +0000 2018,Man seen on video berating woman over Puerto Rico shirt charged with felony hate crimes https://t.co/agC8pl7nhj https://t.co/IWKRwDVSfu,-0.8402,0.0,0.609,0.391,95
196,@CBSNews,Sat Jul 14 03:16:04 +0000 2018,"Trump administration lays out plan to reunite 2,500 immigrant children with their families https://t.co/cOHIoNxhYc https://t.co/Dg9p1RvPHs",0.0,0.0,1.0,0.0,96
197,@CBSNews,Sat Jul 14 03:03:05 +0000 2018,"Woman harassed over Puerto Rican flag shirt says officer ""blatantly ignored"" her pleas for help… https://t.co/YTPQPwjril",-0.7003,0.0,0.707,0.293,97
198,@CBSNews,Sat Jul 14 02:39:54 +0000 2018,A dozen Russians indicted on Friday for conspiracy to interfere in the 2016 presidential election financed their op… https://t.co/jIQ6mfa5x1,-0.5267,0.0,0.833,0.167,98
199,@CBSNews,Sat Jul 14 02:19:35 +0000 2018,Russia's Foreign Ministry is denouncing the U.S. indictment of 12 alleged military intelligence agents accused of h… https://t.co/rgx3QX3hkc,0.2263,0.146,0.751,0.103,99
200,@CNN,Sun Jul 15 02:30:04 +0000 2018,Where is President Trump's Emmy nomination? https://t.co/mtWdel049f (via @CNNOpinion) https://t.co/y0VkQar9vs,0.0,0.0,1.0,0.0,0
201,@CNN,Sun Jul 15 02:00:05 +0000 2018,Homeland Security Secretary Kirstjen Nielsen warns state officials that the threat from Russia targeting US electio… https://t.co/fnjed90PF5,-0.34,0.113,0.66,0.226,1
202,@CNN,Sun Jul 15 01:30:17 +0000 2018,What do you remember about the time of 9/11? See how George W. Bush harnessed the mood of the nation in #2000sCNN t… https://t.co/j2lYKLwaKQ,0.0,0.0,1.0,0.0,2
203,@CNN,Sun Jul 15 01:00:08 +0000 2018,"NY Gov. Andrew Cuomo calls the Trump administration's spending to detain immigrant children ""shocking and irrespons… https://t.co/l8Y8t1VLwo",-0.6705,0.0,0.732,0.268,3
204,@CNN,Sun Jul 15 00:30:12 +0000 2018,"From the Supreme Court to Russian indictments, relive this week in politics https://t.co/fFYGdL1CJW https://t.co/rCRbcCSdDx",0.5574,0.217,0.783,0.0,4
205,@CNN,Sun Jul 15 00:00:04 +0000 2018,Police departments across the country participate in the latest lip sync challenge https://t.co/R91Sp68qJU https://t.co/etNx934TMu,0.0772,0.091,0.909,0.0,5
206,@CNN,Sat Jul 14 23:30:08 +0000 2018,"It used to be mindless entertainment. Now, reality television is a dominant force in American politics. How did tha… https://t.co/inyX7hocjS",-0.0258,0.123,0.749,0.128,6
207,@CNN,Sat Jul 14 23:00:05 +0000 2018,"Gay men, adulterers publicly flogged in Indonesia https://t.co/7iV8SqScm7 https://t.co/y2ApR0iSoR",0.0,0.0,1.0,0.0,7
208,@CNN,Sat Jul 14 22:30:07 +0000 2018,Man posing as rideshare driver accused of serial rape in San Francisco https://t.co/a5ZsgQyyBB https://t.co/VshWiUq3cu,-0.7845,0.0,0.635,0.365,8
209,@CNN,Sat Jul 14 22:15:57 +0000 2018,Haiti's Prime Minister resigns amid violent and deadly protests sparked by a proposed plan to raise fuel prices… https://t.co/sUgt4m3jvl,-0.7964,0.0,0.649,0.351,9
210,@CNN,Sat Jul 14 22:00:27 +0000 2018,Los Angeles Mayor Eric Garcetti says the Trump administration created its own immigration problems by enacting a so… https://t.co/rx5m03cK0T,-0.1779,0.097,0.773,0.13,10
211,@CNN,Sat Jul 14 21:45:05 +0000 2018,A UK court ruling could catapult this 30-year-old from Iraq back to a life of fear and persecution… https://t.co/tEoJMvS4B4,-0.4939,0.0,0.833,0.167,11
212,@CNN,Sat Jul 14 21:30:12 +0000 2018,Woman survives 7 days after SUV plunges off cliff in Big Sur https://t.co/RDcbCUbk5f https://t.co/LkhIi8regP,0.0,0.0,1.0,0.0,12
213,@CNN,Sat Jul 14 21:15:04 +0000 2018,"Microsoft wants regulation of facial recognition technology to limit ""abuse"" https://t.co/yrZtyqQjay https://t.co/culUmiMr8T",0.0,0.0,1.0,0.0,13
214,@CNN,Sat Jul 14 21:00:03 +0000 2018,Have you ever noticed a large concrete arrow in your travels across America? They point the way to an intriguing us… https://t.co/e9ldIc2EyE,0.0,0.0,1.0,0.0,14
215,@CNN,Sat Jul 14 20:45:06 +0000 2018,Russian President Vladimir Putin looms for President Trump after reality-bending visit with US allies… https://t.co/VBK1cCMRVK,-0.1531,0.0,0.897,0.103,15
216,@CNN,Sat Jul 14 20:30:09 +0000 2018,"McDonald's pulls salads from 3,000 restaurants after parasite sickens dozens https://t.co/ZCsfrNPFHV https://t.co/GJbNdy1nf7",-0.4588,0.0,0.786,0.214,16
217,@CNN,Sat Jul 14 20:15:05 +0000 2018,"Here's CNN's weekly roundup of the news, notes and chatter about the prospects for the next Democratic presidential… https://t.co/jhP4I1C2En",0.296,0.109,0.891,0.0,17
218,@CNN,Sat Jul 14 20:00:13 +0000 2018,Impact of Attorney General Jeff Sessions' asylum move already felt at border https://t.co/5AKQyaPG98 https://t.co/FJeN4bNPub,0.0,0.0,1.0,0.0,18
219,@CNN,Sat Jul 14 19:45:06 +0000 2018,This video game could generate a new type of World Cup next year https://t.co/gji26lhVZa https://t.co/Bhcrmb81I8,0.0,0.0,1.0,0.0,19
220,@CNN,Sat Jul 14 19:30:12 +0000 2018,"Jaguar escapes enclosure at Audubon Zoo in New Orleans and kills 4 alpacas, an emu and a fox https://t.co/JTwcwexRLj https://t.co/UNZ75WSIgz",-0.4588,0.071,0.762,0.167,20
221,@CNN,Sat Jul 14 19:15:10 +0000 2018,"In Europe, First Lady Melania Trump is the Trump sticking to the script https://t.co/odZGVA2sfq https://t.co/0ZtVvImGrw",0.0,0.0,1.0,0.0,21
222,@CNN,Sat Jul 14 19:00:12 +0000 2018,A senior National Security Council official who argued for increasing US refugee admissions and feuded with senior… https://t.co/oELKfzIiK5,-0.5106,0.109,0.633,0.258,22
223,@CNN,Sat Jul 14 18:45:08 +0000 2018,The British public doesn't appear amused with President Trump walking in front of Queen Elizabeth II… https://t.co/9g5x8lMe0q,-0.3252,0.0,0.873,0.127,23
224,@CNN,Sat Jul 14 18:30:17 +0000 2018,Here's what you might have missed during a busy news week https://t.co/rv1W25n2Iw https://t.co/MXMHXycOXl,-0.296,0.0,0.833,0.167,24
225,@CNN,Sat Jul 14 18:15:00 +0000 2018,Philando Castile was fatally shot by police in Minnesota in 2016 — then came the Russian trolls. An exclusive CNN i… https://t.co/snbZHI833T,-0.5719,0.061,0.769,0.17,25
226,@CNN,Sat Jul 14 18:03:36 +0000 2018,Israelis and Palestinians exchange fire along Gaza border https://t.co/YFUZAkkv5i https://t.co/dAFsl7lqaU,-0.34,0.0,0.789,0.211,26
227,@CNN,Sat Jul 14 18:00:04 +0000 2018,Is it dark? And are you wearing sunglasses? You’re ready for the return of the CNN series #History of Comedy. Hear… https://t.co/spOWGQNvT1,0.6553,0.211,0.789,0.0,27
228,@CNN,Sat Jul 14 17:45:00 +0000 2018,"The Thai boys rescued from a cave after nearly three weeks are ""sitting up in their beds"" and ""sending thank-you me… https://t.co/m00GEVO4Nr",0.4215,0.123,0.877,0.0,28
229,@CNN,Sat Jul 14 17:38:39 +0000 2018,Serena Williams' fairytale return from maternity leave fell one match short as she lost to Angelique Kerber in the… https://t.co/5max8jzFCc,-0.3612,0.0,0.837,0.163,29
230,@CNN,Sat Jul 14 17:28:24 +0000 2018,Secretary of State Mike Pompeo says President Trump should proceed with his summit with Russian President Vladimir… https://t.co/szEb8ClWru,0.0,0.0,1.0,0.0,30
231,@CNN,Sat Jul 14 17:11:35 +0000 2018,"In Scotland, @PhilBlackCNN reports ""thousands of people"" have been rallying and protesting against Trump. One prote… https://t.co/3Z1l8nN5we",-0.4215,0.0,0.851,0.149,31
232,@CNN,Sat Jul 14 16:53:47 +0000 2018,"Germany's Angelique Kerber beats American Serena Williams 6-3, 6-3 to win her first Wimbledon championship… https://t.co/qvmrNpeovo",0.5859,0.202,0.798,0.0,32
233,@CNN,Sat Jul 14 16:35:05 +0000 2018,"Germany's Angelique Kerber beats American Serena Williams 6-2, 6-3 to win her first Wimbledon championship… https://t.co/tJUTOpoTjR",0.5859,0.202,0.798,0.0,33
234,@CNN,Sat Jul 14 16:30:50 +0000 2018,"""What happened to when we were united against a common enemy?"" CNN's @smerconish slams partisan reactions to the ""t… https://t.co/IQMCH75fBd",0.4215,0.135,0.865,0.0,34
235,@CNN,Sat Jul 14 16:15:00 +0000 2018,"""Probably the best course of action is to cancel this meeting."" Democratic Rep. Mike Quigley says President Trump s… https://t.co/8UVkrBidZj",0.4939,0.174,0.744,0.083,35
236,@CNN,Sat Jul 14 16:03:49 +0000 2018,"Belgium beats England 2-0, finishing third place in the World Cup https://t.co/CgOfxgNZCd https://t.co/Rag2LuM3bW",0.0,0.0,1.0,0.0,36
237,@CNN,Sat Jul 14 15:45:09 +0000 2018,Novak Djokovic outlasts Rafael Nadal in Wimbledon semifinal to reach his first grand slam final in two years… https://t.co/6lUvpufaOc,0.128,0.181,0.705,0.115,37
238,@CNN,Sat Jul 14 15:30:06 +0000 2018,Why Emmett Till's case matters to American history and our future https://t.co/dp49PtgYwG (via @CNNOpinion) https://t.co/4V6VYmNyfj,0.0258,0.073,0.927,0.0,38
239,@CNN,Sat Jul 14 15:15:10 +0000 2018,A paragliding protester hovered within surprising proximity of Trump on Friday as the President admired the view fr… https://t.co/UB9Dgswldg,0.6597,0.252,0.748,0.0,39
240,@CNN,Sat Jul 14 15:01:05 +0000 2018,"Director of National Intelligence Dan Coats raises the alarm on growing cyberattack threats against the US, saying… https://t.co/sLfH84NISw",-0.1027,0.2,0.583,0.217,40
241,@CNN,Sat Jul 14 14:52:07 +0000 2018,How Finland has survived in Russia's dark shadow https://t.co/uaqYYKM8PB https://t.co/vCromYSYn4,0.5106,0.268,0.732,0.0,41
242,@CNN,Sat Jul 14 14:01:48 +0000 2018,This 12-year-old who is battling a rare bone cancer had her wish granted when she got to see the ocean and learn to… https://t.co/OqpMmp7aoA,-0.4215,0.156,0.629,0.215,42
243,@CNN,Sat Jul 14 13:46:05 +0000 2018,Newly-discovered fossils suggest giant dinosaurs evolved millions of years earlier than scientists thought https://t.co/1qJw5J5dhi,0.0,0.0,1.0,0.0,43
244,@CNN,Sat Jul 14 13:31:00 +0000 2018,"Meet Care-E, the automated airport assistant that scans a boarding pass, carries luggage and guides passengers to t… https://t.co/c12TfEbuCS",0.0,0.0,1.0,0.0,44
245,@CNN,Sat Jul 14 13:01:03 +0000 2018,"Scientists have discovered the world's oldest color. It's bright pink -- the color of bubble gum, flamingos and cot… https://t.co/pXGHjWw5yb",0.4404,0.132,0.868,0.0,45
246,@CNN,Sat Jul 14 12:46:07 +0000 2018,"From the biggest street art party in Hong Kong to a community art tour, here are six Instagrammable ways to enjoy H… https://t.co/1MJl9Bgfc1",0.7096,0.228,0.772,0.0,46
247,@CNN,Sat Jul 14 12:31:02 +0000 2018,"Stitch Fix is tapping into the children's apparel market, launching subscription boxes with sizes 2T to 14. Founder… https://t.co/VE939a8HoA",0.0,0.0,1.0,0.0,47
248,@CNN,Sat Jul 14 12:01:05 +0000 2018,"Archaeologists unearth a mysterious sarcophagus in Egypt 
https://t.co/Z5XE26NQuK https://t.co/QbVllJbH6F",0.0,0.0,1.0,0.0,48
249,@CNN,Sat Jul 14 11:31:00 +0000 2018,It's not always easy going green. Starbucks and Nestlé customers embraced the brands' moves to environmentally-frie… https://t.co/zVa4gcuLL8,-0.3412,0.0,0.869,0.131,49
250,@CNN,Sat Jul 14 11:01:04 +0000 2018,5-year-old Garrett Matthias prepared his own obituary before he died from a rare form of pediatric cancer. In words… https://t.co/kvDtKV3C0J,-0.7964,0.073,0.618,0.309,50
251,@CNN,Sat Jul 14 10:31:00 +0000 2018,Starbucks is going strawless. The coffee company announced Monday that it will phase out plastic straws from all of… https://t.co/4nPdL5wkfC,0.0,0.0,1.0,0.0,51
252,@CNN,Sat Jul 14 10:16:11 +0000 2018,Scientists at the Teopanzolco archeological site discovered an ancient temple this week that was exposed by the dev… https://t.co/NI106NMNKQ,-0.0772,0.0,0.933,0.067,52
253,@CNN,Sat Jul 14 10:02:10 +0000 2018,A French bulldog named Darcy was given an oxygen mask on a JetBlue flight after showing signs of distress. Darcy's… https://t.co/BfzWbTXPzn,-0.5267,0.0,0.841,0.159,53
254,@CNN,Sat Jul 14 09:46:04 +0000 2018,"In an experiment, Australian scientists have successfully wiped out more than 80% of disease-carrying mosquitoes in… https://t.co/SKnF8K2Fiw",0.4939,0.167,0.833,0.0,54
255,@CNN,Sat Jul 14 09:31:00 +0000 2018,A rescue organization in the Turks and Caicos Islands finds good homes for stray potcake puppies -- and allows tour… https://t.co/iNMmocN8kl,0.7351,0.256,0.744,0.0,55
256,@CNN,Sat Jul 14 09:01:03 +0000 2018,"The US Navy has expanded its hair rules for female sailors, now permitting braids, ponytails and lock hairstyles… https://t.co/dOUdRk9UTb",0.0,0.0,1.0,0.0,56
257,@CNN,Sat Jul 14 08:31:00 +0000 2018,There is now only one Blockbuster store left in the United States https://t.co/eVtGl36DfQ https://t.co/mSVPk9Ctj8,0.7717,0.358,0.642,0.0,57
258,@CNN,Sat Jul 14 08:01:07 +0000 2018,Shark bites Instagram model posing in the Bahamas https://t.co/w8PWXHQQA9 https://t.co/PDEQl5ItJK,0.0,0.0,1.0,0.0,58
259,@CNN,Sat Jul 14 07:31:00 +0000 2018,"Build-A-Bear was forced to turn customers away after an onslaught of people came to take advantage of its ""pay your… https://t.co/mQstVtHGrj",-0.34,0.082,0.738,0.18,59
260,@CNN,Sat Jul 14 07:01:41 +0000 2018,"Hawaii just became the first state in the US to ban the sale of sunscreens that can harm coral reefs. Banana Boat,… https://t.co/3gDJp7a6Pr",-0.7964,0.0,0.747,0.253,60
261,@CNN,Sat Jul 14 06:31:00 +0000 2018,The first underwater museum in the United States has opened off the coast of northwest Florida… https://t.co/U10bURPlJy,0.4215,0.149,0.851,0.0,61
262,@CNN,Sat Jul 14 06:01:04 +0000 2018,"A flight from Hong Kong to the Chinese mainland suddenly lost air pressure and dropped nearly 20,000 feet because t… https://t.co/PwqdFH1baL",-0.5423,0.0,0.8,0.2,62
263,@CNN,Sat Jul 14 05:46:07 +0000 2018,The world's largest water slide will be demolished after a boy died on the ride in 2016 https://t.co/qy7pPAIIpj https://t.co/5B2eS3BeUG,-0.5574,0.0,0.825,0.175,63
264,@CNN,Sat Jul 14 05:31:00 +0000 2018,"A particle called a neutrino was detected on Earth, found by sensors deep in the Antarctic ice, and traced to its s… https://t.co/2hYUZxCN18",0.0,0.0,1.0,0.0,64
265,@CNN,Sat Jul 14 05:16:04 +0000 2018,Donald Trump says he's more popular than Abraham Lincoln. That's a hard claim to back up. https://t.co/OuPCv74UuU https://t.co/8Vq521unnS,0.4005,0.159,0.77,0.072,65
266,@CNN,Sat Jul 14 05:05:03 +0000 2018,"Nancy Sinatra, the first wife of singer Frank Sinatra, died Friday at the age of 101, her daughter said https://t.co/Vrg3IJD89f",-0.5574,0.0,0.841,0.159,66
267,@CNN,Sat Jul 14 05:01:07 +0000 2018,A Florida man had a heart attack while laying sod in his front yard to avoid getting a fine from his homeowner's as… https://t.co/kR8NfiUSis,-0.5423,0.072,0.717,0.211,67
268,@CNN,Sat Jul 14 04:46:08 +0000 2018,A jury has awarded $4.62 billion to 22 women who sued pharmaceutical giant Johnson &amp; Johnson alleging their ovarian… https://t.co/rQDYbNWZTD,0.4019,0.13,0.87,0.0,68
